Entity,Code,Year,Number of significant earthquakes (significant earthquakes)
Georgia,GEO,1673,0
Georgia,GEO,1674,0
Georgia,GEO,1675,0
Georgia,GEO,1676,0
Georgia,GEO,1677,0
Georgia,GEO,1678,0
Georgia,GEO,1679,0
Georgia,GEO,1680,0
Georgia,GEO,1681,0
Georgia,GEO,1682,0
Georgia,GEO,1683,0
Georgia,GEO,1684,0
Georgia,GEO,1687,0
Georgia,GEO,1688,0
Georgia,GEO,1689,0
Georgia,GEO,1690,0
Georgia,GEO,1691,0
Georgia,GEO,1692,0
Georgia,GEO,1693,0
Georgia,GEO,1694,0
Georgia,GEO,1695,0
Georgia,GEO,1696,0
Georgia,GEO,1697,0
Georgia,GEO,1698,0
Georgia,GEO,1699,0
Georgia,GEO,1700,0
Georgia,GEO,1701,0
Georgia,GEO,1702,0
Georgia,GEO,1703,0
Georgia,GEO,1704,0
Georgia,GEO,1705,0
Georgia,GEO,1706,0
Georgia,GEO,1707,0
Georgia,GEO,1708,0
Georgia,GEO,1709,0
Georgia,GEO,1710,0
Georgia,GEO,1711,0
Georgia,GEO,1713,0
Georgia,GEO,1714,0
Georgia,GEO,1715,0
Georgia,GEO,1716,0
Georgia,GEO,1717,0
Georgia,GEO,1718,0
Georgia,GEO,1719,0
Georgia,GEO,1720,0
Georgia,GEO,1721,0
Georgia,GEO,1722,0
Georgia,GEO,1723,0
Georgia,GEO,1725,0
Georgia,GEO,1726,0
Georgia,GEO,1727,0
Georgia,GEO,1728,0
Georgia,GEO,1729,0
Georgia,GEO,1730,0
Georgia,GEO,1731,0
Georgia,GEO,1732,0
Georgia,GEO,1733,0
Georgia,GEO,1734,0
Georgia,GEO,1735,0
Georgia,GEO,1736,0
Georgia,GEO,1737,0
Georgia,GEO,1738,0
Georgia,GEO,1739,0
Georgia,GEO,1740,0
Georgia,GEO,1741,0
Georgia,GEO,1742,0
Georgia,GEO,1743,0
Georgia,GEO,1744,0
Georgia,GEO,1746,0
Georgia,GEO,1747,0
Georgia,GEO,1748,0
Georgia,GEO,1749,0
Georgia,GEO,1750,0
Georgia,GEO,1751,0
Georgia,GEO,1752,0
Georgia,GEO,1754,0
Georgia,GEO,1755,0
Georgia,GEO,1756,0
Georgia,GEO,1757,0
Georgia,GEO,1758,0
Georgia,GEO,1759,0
Georgia,GEO,1760,0
Georgia,GEO,1761,0
Georgia,GEO,1762,0
Georgia,GEO,1763,0
Georgia,GEO,1764,0
Georgia,GEO,1765,0
Georgia,GEO,1766,0
Georgia,GEO,1767,0
Georgia,GEO,1768,0
Georgia,GEO,1769,0
Georgia,GEO,1770,0
Georgia,GEO,1771,0
Georgia,GEO,1772,0
Georgia,GEO,1773,0
Georgia,GEO,1774,0
Georgia,GEO,1775,0
Georgia,GEO,1776,0
Georgia,GEO,1777,0
Georgia,GEO,1778,0
Georgia,GEO,1779,0
Georgia,GEO,1780,0
Georgia,GEO,1781,0
Georgia,GEO,1782,0
Georgia,GEO,1783,0
Georgia,GEO,1784,0
Georgia,GEO,1785,0
Georgia,GEO,1786,0
Georgia,GEO,1787,0
Georgia,GEO,1788,0
Georgia,GEO,1789,0
Georgia,GEO,1790,0
Georgia,GEO,1791,0
Georgia,GEO,1792,0
Georgia,GEO,1793,0
Georgia,GEO,1794,0
Georgia,GEO,1795,0
Georgia,GEO,1796,0
Georgia,GEO,1797,0
Georgia,GEO,1798,0
Georgia,GEO,1799,0
Georgia,GEO,1800,0
Georgia,GEO,1801,0
Georgia,GEO,1802,0
Georgia,GEO,1803,0
Georgia,GEO,1804,0
Georgia,GEO,1805,0
Georgia,GEO,1806,0
Georgia,GEO,1808,0
Georgia,GEO,1809,0
Georgia,GEO,1810,0
Georgia,GEO,1811,1
Georgia,GEO,1812,0
Georgia,GEO,1813,0
Georgia,GEO,1814,0
Georgia,GEO,1815,0
Georgia,GEO,1816,0
Georgia,GEO,1817,0
Georgia,GEO,1818,0
Georgia,GEO,1819,0
Georgia,GEO,1820,0
Georgia,GEO,1821,0
Georgia,GEO,1822,0
Georgia,GEO,1823,0
Georgia,GEO,1824,0
Georgia,GEO,1825,0
Georgia,GEO,1826,0
Georgia,GEO,1827,0
Georgia,GEO,1828,0
Georgia,GEO,1829,0
Georgia,GEO,1830,0
Georgia,GEO,1831,0
Georgia,GEO,1832,0
Georgia,GEO,1833,0
Georgia,GEO,1834,0
Georgia,GEO,1835,0
Georgia,GEO,1836,0
Georgia,GEO,1837,0
Georgia,GEO,1838,0
Georgia,GEO,1839,0
Georgia,GEO,1840,0
Georgia,GEO,1841,0
Georgia,GEO,1842,0
Georgia,GEO,1843,0
Georgia,GEO,1844,0
Georgia,GEO,1845,0
Georgia,GEO,1846,0
Georgia,GEO,1847,0
Georgia,GEO,1848,0
Georgia,GEO,1849,0
Georgia,GEO,1850,0
Georgia,GEO,1851,0
Georgia,GEO,1852,0
Georgia,GEO,1853,0
Georgia,GEO,1854,0
Georgia,GEO,1855,0
Georgia,GEO,1856,0
Georgia,GEO,1857,0
Georgia,GEO,1858,0
Georgia,GEO,1859,0
Georgia,GEO,1860,0
Georgia,GEO,1861,0
Georgia,GEO,1862,0
Georgia,GEO,1863,0
Georgia,GEO,1864,0
Georgia,GEO,1865,0
Georgia,GEO,1866,0
Georgia,GEO,1867,0
Georgia,GEO,1868,1
Georgia,GEO,1869,0
Georgia,GEO,1870,0
Georgia,GEO,1871,0
Georgia,GEO,1872,0
Georgia,GEO,1873,0
Georgia,GEO,1874,0
Georgia,GEO,1875,0
Georgia,GEO,1876,0
Georgia,GEO,1877,0
Georgia,GEO,1878,0
Georgia,GEO,1879,0
Georgia,GEO,1880,0
Georgia,GEO,1881,0
Georgia,GEO,1882,0
Georgia,GEO,1883,0
Georgia,GEO,1884,0
Georgia,GEO,1885,0
Georgia,GEO,1886,0
Georgia,GEO,1887,0
Georgia,GEO,1888,0
Georgia,GEO,1889,0
Georgia,GEO,1890,0
Georgia,GEO,1891,0
Georgia,GEO,1892,0
Georgia,GEO,1893,0
Georgia,GEO,1894,0
Georgia,GEO,1895,0
Georgia,GEO,1896,0
Georgia,GEO,1897,0
Georgia,GEO,1898,0
Georgia,GEO,1899,0
Georgia,GEO,1900,0
Georgia,GEO,1901,0
Georgia,GEO,1902,0
Georgia,GEO,1903,0
Georgia,GEO,1904,0
Georgia,GEO,1905,1
Georgia,GEO,1906,0
Georgia,GEO,1907,0
Georgia,GEO,1908,0
Georgia,GEO,1909,0
Georgia,GEO,1910,0
Georgia,GEO,1911,0
Georgia,GEO,1912,0
Georgia,GEO,1913,0
Georgia,GEO,1914,0
Georgia,GEO,1915,0
Georgia,GEO,1916,0
Georgia,GEO,1917,0
Georgia,GEO,1918,0
Georgia,GEO,1919,0
Georgia,GEO,1920,1
Georgia,GEO,1921,0
Georgia,GEO,1922,0
Georgia,GEO,1923,0
Georgia,GEO,1924,0
Georgia,GEO,1925,0
Georgia,GEO,1926,0
Georgia,GEO,1927,0
Georgia,GEO,1928,0
Georgia,GEO,1929,0
Georgia,GEO,1930,0
Georgia,GEO,1931,0
Georgia,GEO,1932,0
Georgia,GEO,1933,0
Georgia,GEO,1934,0
Georgia,GEO,1935,0
Georgia,GEO,1936,0
Georgia,GEO,1937,0
Georgia,GEO,1938,0
Georgia,GEO,1939,0
Georgia,GEO,1940,0
Georgia,GEO,1941,0
Georgia,GEO,1942,0
Georgia,GEO,1943,0
Georgia,GEO,1944,0
Georgia,GEO,1945,0
Georgia,GEO,1946,0
Georgia,GEO,1947,0
Georgia,GEO,1948,0
Georgia,GEO,1949,0
Georgia,GEO,1950,0
Georgia,GEO,1951,0
Georgia,GEO,1952,0
Georgia,GEO,1953,0
Georgia,GEO,1954,0
Georgia,GEO,1955,0
Georgia,GEO,1956,0
Georgia,GEO,1957,0
Georgia,GEO,1958,0
Georgia,GEO,1959,0
Georgia,GEO,1960,0
Georgia,GEO,1961,0
Georgia,GEO,1962,0
Georgia,GEO,1963,0
Georgia,GEO,1964,0
Georgia,GEO,1965,0
Georgia,GEO,1966,0
Georgia,GEO,1967,0
Georgia,GEO,1968,0
Georgia,GEO,1969,0
Georgia,GEO,1970,0
Georgia,GEO,1971,0
Georgia,GEO,1972,0
Georgia,GEO,1973,0
Georgia,GEO,1974,0
Georgia,GEO,1975,0
Georgia,GEO,1976,0
Georgia,GEO,1977,0
Georgia,GEO,1978,0
Georgia,GEO,1979,0
Georgia,GEO,1980,0
Georgia,GEO,1981,0
Georgia,GEO,1982,0
Georgia,GEO,1983,0
Georgia,GEO,1984,0
Georgia,GEO,1985,0
Georgia,GEO,1986,1
Georgia,GEO,1987,0
Georgia,GEO,1988,0
Georgia,GEO,1989,0
Georgia,GEO,1990,0
Georgia,GEO,1991,3
Georgia,GEO,1992,0
Georgia,GEO,1993,0
Georgia,GEO,1994,0
Georgia,GEO,1995,0
Georgia,GEO,1996,0
Georgia,GEO,1997,0
Georgia,GEO,1998,0
Georgia,GEO,1999,0
Georgia,GEO,2000,0
Georgia,GEO,2001,0
Georgia,GEO,2002,1
Georgia,GEO,2003,0
Georgia,GEO,2004,0
Georgia,GEO,2005,0
Georgia,GEO,2006,0
Georgia,GEO,2007,0
Georgia,GEO,2008,0
Georgia,GEO,2009,1
Georgia,GEO,2010,0
Georgia,GEO,2011,0
Georgia,GEO,2012,0
Georgia,GEO,2013,0
Georgia,GEO,2014,0
Georgia,GEO,2015,0
Georgia,GEO,2016,0
Georgia,GEO,2017,0
Germany,DEU,-2150,0
Germany,DEU,-2000,0
Germany,DEU,-1610,0
Germany,DEU,-1566,0
Germany,DEU,-1450,0
Germany,DEU,-1365,0
Germany,DEU,-1250,0
Germany,DEU,-1050,0
Germany,DEU,-759,0
Germany,DEU,-590,0
Germany,DEU,-550,0
Germany,DEU,-525,0
Germany,DEU,-480,0
Germany,DEU,-479,0
Germany,DEU,-432,0
Germany,DEU,-426,0
Germany,DEU,-400,0
Germany,DEU,-373,0
Germany,DEU,-364,0
Germany,DEU,-330,0
Germany,DEU,-326,0
Germany,DEU,-282,0
Germany,DEU,-250,0
Germany,DEU,-227,0
Germany,DEU,-223,0
Germany,DEU,-221,0
Germany,DEU,-218,0
Germany,DEU,-217,0
Germany,DEU,-210,0
Germany,DEU,-198,0
Germany,DEU,-193,0
Germany,DEU,-186,0
Germany,DEU,-177,0
Germany,DEU,-70,0
Germany,DEU,-63,0
Germany,DEU,-60,0
Germany,DEU,-58,0
Germany,DEU,-50,0
Germany,DEU,-47,0
Germany,DEU,-33,0
Germany,DEU,-31,0
Germany,DEU,-27,0
Germany,DEU,-26,0
Germany,DEU,-15,0
Germany,DEU,10,0
Germany,DEU,11,0
Germany,DEU,17,0
Germany,DEU,23,0
Germany,DEU,25,0
Germany,DEU,27,0
Germany,DEU,29,0
Germany,DEU,33,0
Germany,DEU,37,0
Germany,DEU,46,0
Germany,DEU,50,0
Germany,DEU,52,0
Germany,DEU,55,0
Germany,DEU,57,0
Germany,DEU,60,0
Germany,DEU,62,0
Germany,DEU,63,0
Germany,DEU,76,0
Germany,DEU,79,0
Germany,DEU,89,0
Germany,DEU,93,0
Germany,DEU,100,0
Germany,DEU,105,0
Germany,DEU,109,0
Germany,DEU,115,0
Germany,DEU,120,0
Germany,DEU,123,0
Germany,DEU,128,0
Germany,DEU,138,0
Germany,DEU,142,0
Germany,DEU,143,0
Germany,DEU,155,0
Germany,DEU,170,0
Germany,DEU,173,0
Germany,DEU,177,0
Germany,DEU,180,0
Germany,DEU,243,0
Germany,DEU,251,0
Germany,DEU,253,0
Germany,DEU,258,0
Germany,DEU,262,0
Germany,DEU,294,0
Germany,DEU,304,0
Germany,DEU,306,0
Germany,DEU,315,0
Germany,DEU,319,0
Germany,DEU,324,0
Germany,DEU,334,0
Germany,DEU,340,0
Germany,DEU,341,0
Germany,DEU,342,0
Germany,DEU,344,0
Germany,DEU,346,0
Germany,DEU,348,0
Germany,DEU,350,0
Germany,DEU,355,0
Germany,DEU,358,0
Germany,DEU,361,0
Germany,DEU,362,0
Germany,DEU,365,0
Germany,DEU,367,0
Germany,DEU,368,0
Germany,DEU,369,0
Germany,DEU,382,0
Germany,DEU,394,0
Germany,DEU,396,0
Germany,DEU,407,0
Germany,DEU,412,0
Germany,DEU,419,0
Germany,DEU,425,0
Germany,DEU,427,0
Germany,DEU,438,0
Germany,DEU,440,0
Germany,DEU,447,0
Germany,DEU,448,0
Germany,DEU,450,0
Germany,DEU,457,0
Germany,DEU,458,0
Germany,DEU,460,0
Germany,DEU,470,0
Germany,DEU,477,0
Germany,DEU,478,0
Germany,DEU,494,0
Germany,DEU,499,0
Germany,DEU,500,0
Germany,DEU,501,0
Germany,DEU,510,0
Germany,DEU,512,0
Germany,DEU,518,0
Germany,DEU,521,0
Germany,DEU,522,0
Germany,DEU,525,0
Germany,DEU,527,0
Germany,DEU,528,0
Germany,DEU,533,0
Germany,DEU,543,0
Germany,DEU,551,0
Germany,DEU,552,0
Germany,DEU,553,0
Germany,DEU,554,0
Germany,DEU,555,0
Germany,DEU,557,0
Germany,DEU,558,0
Germany,DEU,565,0
Germany,DEU,567,0
Germany,DEU,579,0
Germany,DEU,581,0
Germany,DEU,587,0
Germany,DEU,600,0
Germany,DEU,614,0
Germany,DEU,634,0
Germany,DEU,649,0
Germany,DEU,662,0
Germany,DEU,664,0
Germany,DEU,678,0
Germany,DEU,684,0
Germany,DEU,688,0
Germany,DEU,701,0
Germany,DEU,704,0
Germany,DEU,713,0
Germany,DEU,715,0
Germany,DEU,716,0
Germany,DEU,734,0
Germany,DEU,735,0
Germany,DEU,740,0
Germany,DEU,742,0
Germany,DEU,743,0
Germany,DEU,744,0
Germany,DEU,745,0
Germany,DEU,746,0
Germany,DEU,748,0
Germany,DEU,749,0
Germany,DEU,758,0
Germany,DEU,763,0
Germany,DEU,766,0
Germany,DEU,777,0
Germany,DEU,778,0
Germany,DEU,780,0
Germany,DEU,788,0
Germany,DEU,793,0
Germany,DEU,796,0
Germany,DEU,801,0
Germany,DEU,802,0
Germany,DEU,803,0
Germany,DEU,811,0
Germany,DEU,814,0
Germany,DEU,818,0
Germany,DEU,820,0
Germany,DEU,835,0
Germany,DEU,838,0
Germany,DEU,842,0
Germany,DEU,844,0
Germany,DEU,845,0
Germany,DEU,846,0
Germany,DEU,847,0
Germany,DEU,850,0
Germany,DEU,851,0
Germany,DEU,853,0
Germany,DEU,854,0
Germany,DEU,855,0
Germany,DEU,856,0
Germany,DEU,857,0
Germany,DEU,858,0
Germany,DEU,859,0
Germany,DEU,860,0
Germany,DEU,863,0
Germany,DEU,864,0
Germany,DEU,867,0
Germany,DEU,869,0
Germany,DEU,871,0
Germany,DEU,876,0
Germany,DEU,881,0
Germany,DEU,885,0
Germany,DEU,887,0
Germany,DEU,891,0
Germany,DEU,893,0
Germany,DEU,894,0
Germany,DEU,896,0
Germany,DEU,898,0
Germany,DEU,910,0
Germany,DEU,912,0
Germany,DEU,922,0
Germany,DEU,942,0
Germany,DEU,943,0
Germany,DEU,951,0
Germany,DEU,953,0
Germany,DEU,956,0
Germany,DEU,957,0
Germany,DEU,958,0
Germany,DEU,963,0
Germany,DEU,972,0
Germany,DEU,977,0
Germany,DEU,978,0
Germany,DEU,985,0
Germany,DEU,986,0
Germany,DEU,990,0
Germany,DEU,991,0
Germany,DEU,999,0
Germany,DEU,1000,0
Germany,DEU,1001,0
Germany,DEU,1003,0
Germany,DEU,1007,0
Germany,DEU,1008,0
Germany,DEU,1010,0
Germany,DEU,1013,0
Germany,DEU,1021,0
Germany,DEU,1022,0
Germany,DEU,1026,0
Germany,DEU,1033,0
Germany,DEU,1036,0
Germany,DEU,1037,0
Germany,DEU,1038,0
Germany,DEU,1039,0
Germany,DEU,1040,0
Germany,DEU,1042,0
Germany,DEU,1045,0
Germany,DEU,1046,0
Germany,DEU,1048,0
Germany,DEU,1052,0
Germany,DEU,1057,0
Germany,DEU,1058,0
Germany,DEU,1063,0
Germany,DEU,1064,0
Germany,DEU,1065,0
Germany,DEU,1066,0
Germany,DEU,1067,0
Germany,DEU,1068,0
Germany,DEU,1070,0
Germany,DEU,1072,0
Germany,DEU,1076,0
Germany,DEU,1082,0
Germany,DEU,1085,0
Germany,DEU,1086,0
Germany,DEU,1088,0
Germany,DEU,1089,0
Germany,DEU,1091,0
Germany,DEU,1096,0
Germany,DEU,1099,0
Germany,DEU,1101,0
Germany,DEU,1102,0
Germany,DEU,1106,0
Germany,DEU,1109,0
Germany,DEU,1111,0
Germany,DEU,1114,0
Germany,DEU,1115,0
Germany,DEU,1117,0
Germany,DEU,1118,0
Germany,DEU,1119,0
Germany,DEU,1125,0
Germany,DEU,1130,0
Germany,DEU,1137,0
Germany,DEU,1139,0
Germany,DEU,1143,0
Germany,DEU,1149,0
Germany,DEU,1151,0
Germany,DEU,1153,0
Germany,DEU,1155,0
Germany,DEU,1156,0
Germany,DEU,1157,0
Germany,DEU,1158,0
Germany,DEU,1160,0
Germany,DEU,1164,0
Germany,DEU,1169,0
Germany,DEU,1171,0
Germany,DEU,1172,0
Germany,DEU,1175,0
Germany,DEU,1176,0
Germany,DEU,1179,0
Germany,DEU,1180,0
Germany,DEU,1182,0
Germany,DEU,1183,0
Germany,DEU,1184,0
Germany,DEU,1201,0
Germany,DEU,1202,0
Germany,DEU,1208,0
Germany,DEU,1209,0
Germany,DEU,1211,0
Germany,DEU,1219,0
Germany,DEU,1222,0
Germany,DEU,1223,0
Germany,DEU,1227,0
Germany,DEU,1231,0
Germany,DEU,1233,0
Germany,DEU,1237,0
Germany,DEU,1241,0
Germany,DEU,1248,0
Germany,DEU,1255,0
Germany,DEU,1257,0
Germany,DEU,1259,0
Germany,DEU,1267,0
Germany,DEU,1268,0
Germany,DEU,1269,0
Germany,DEU,1272,0
Germany,DEU,1273,0
Germany,DEU,1275,0
Germany,DEU,1276,0
Germany,DEU,1277,0
Germany,DEU,1279,0
Germany,DEU,1280,0
Germany,DEU,1281,0
Germany,DEU,1283,0
Germany,DEU,1284,0
Germany,DEU,1286,0
Germany,DEU,1289,0
Germany,DEU,1290,0
Germany,DEU,1291,0
Germany,DEU,1293,0
Germany,DEU,1295,0
Germany,DEU,1298,0
Germany,DEU,1300,0
Germany,DEU,1301,0
Germany,DEU,1303,0
Germany,DEU,1304,0
Germany,DEU,1305,0
Germany,DEU,1306,0
Germany,DEU,1310,0
Germany,DEU,1314,0
Germany,DEU,1319,0
Germany,DEU,1320,0
Germany,DEU,1323,0
Germany,DEU,1327,0
Germany,DEU,1328,0
Germany,DEU,1329,0
Germany,DEU,1331,0
Germany,DEU,1332,0
Germany,DEU,1336,0
Germany,DEU,1337,0
Germany,DEU,1339,0
Germany,DEU,1340,0
Germany,DEU,1341,0
Germany,DEU,1343,0
Germany,DEU,1344,0
Germany,DEU,1345,0
Germany,DEU,1346,0
Germany,DEU,1347,0
Germany,DEU,1348,0
Germany,DEU,1349,0
Germany,DEU,1350,0
Germany,DEU,1351,0
Germany,DEU,1352,0
Germany,DEU,1353,0
Germany,DEU,1354,0
Germany,DEU,1356,0
Germany,DEU,1358,0
Germany,DEU,1359,0
Germany,DEU,1360,0
Germany,DEU,1361,0
Germany,DEU,1365,0
Germany,DEU,1367,0
Germany,DEU,1368,0
Germany,DEU,1372,0
Germany,DEU,1374,0
Germany,DEU,1375,0
Germany,DEU,1377,0
Germany,DEU,1380,0
Germany,DEU,1382,0
Germany,DEU,1383,0
Germany,DEU,1384,0
Germany,DEU,1385,0
Germany,DEU,1386,0
Germany,DEU,1387,0
Germany,DEU,1389,0
Germany,DEU,1390,0
Germany,DEU,1391,0
Germany,DEU,1399,0
Germany,DEU,1400,0
Germany,DEU,1402,0
Germany,DEU,1403,0
Germany,DEU,1404,0
Germany,DEU,1405,0
Germany,DEU,1406,0
Germany,DEU,1407,0
Germany,DEU,1408,0
Germany,DEU,1414,0
Germany,DEU,1417,0
Germany,DEU,1418,0
Germany,DEU,1419,0
Germany,DEU,1426,0
Germany,DEU,1427,0
Germany,DEU,1428,0
Germany,DEU,1431,0
Germany,DEU,1433,0
Germany,DEU,1440,0
Germany,DEU,1441,0
Germany,DEU,1443,0
Germany,DEU,1444,0
Germany,DEU,1445,0
Germany,DEU,1447,0
Germany,DEU,1448,0
Germany,DEU,1451,0
Germany,DEU,1454,0
Germany,DEU,1455,0
Germany,DEU,1456,0
Germany,DEU,1457,0
Germany,DEU,1458,0
Germany,DEU,1459,0
Germany,DEU,1461,0
Germany,DEU,1463,0
Germany,DEU,1464,0
Germany,DEU,1469,0
Germany,DEU,1471,0
Germany,DEU,1475,0
Germany,DEU,1478,0
Germany,DEU,1479,0
Germany,DEU,1481,0
Germany,DEU,1482,0
Germany,DEU,1483,0
Germany,DEU,1484,0
Germany,DEU,1485,0
Germany,DEU,1487,0
Germany,DEU,1488,0
Germany,DEU,1489,0
Germany,DEU,1490,0
Germany,DEU,1491,0
Germany,DEU,1493,0
Germany,DEU,1494,0
Germany,DEU,1495,0
Germany,DEU,1496,0
Germany,DEU,1498,0
Germany,DEU,1499,0
Germany,DEU,1500,0
Germany,DEU,1501,0
Germany,DEU,1502,0
Germany,DEU,1504,0
Germany,DEU,1505,0
Germany,DEU,1507,0
Germany,DEU,1508,0
Germany,DEU,1509,0
Germany,DEU,1510,1
Germany,DEU,1511,0
Germany,DEU,1512,0
Germany,DEU,1513,0
Germany,DEU,1514,0
Germany,DEU,1515,0
Germany,DEU,1516,0
Germany,DEU,1517,0
Germany,DEU,1518,0
Germany,DEU,1520,0
Germany,DEU,1522,0
Germany,DEU,1523,0
Germany,DEU,1524,0
Germany,DEU,1527,0
Germany,DEU,1530,0
Germany,DEU,1531,0
Germany,DEU,1535,0
Germany,DEU,1536,0
Germany,DEU,1537,0
Germany,DEU,1538,0
Germany,DEU,1539,0
Germany,DEU,1541,0
Germany,DEU,1542,0
Germany,DEU,1543,0
Germany,DEU,1545,0
Germany,DEU,1546,0
Germany,DEU,1547,0
Germany,DEU,1549,0
Germany,DEU,1550,0
Germany,DEU,1551,0
Germany,DEU,1552,0
Germany,DEU,1553,0
Germany,DEU,1555,0
Germany,DEU,1556,0
Germany,DEU,1560,0
Germany,DEU,1561,0
Germany,DEU,1562,0
Germany,DEU,1563,0
Germany,DEU,1564,0
Germany,DEU,1565,0
Germany,DEU,1566,0
Germany,DEU,1568,0
Germany,DEU,1570,0
Germany,DEU,1571,0
Germany,DEU,1573,0
Germany,DEU,1574,0
Germany,DEU,1575,0
Germany,DEU,1576,0
Germany,DEU,1577,0
Germany,DEU,1578,0
Germany,DEU,1579,0
Germany,DEU,1580,0
Germany,DEU,1581,0
Germany,DEU,1582,0
Germany,DEU,1584,0
Germany,DEU,1586,0
Germany,DEU,1587,0
Germany,DEU,1588,0
Germany,DEU,1589,0
Germany,DEU,1590,0
Germany,DEU,1591,0
Germany,DEU,1593,0
Germany,DEU,1594,0
Germany,DEU,1596,0
Germany,DEU,1597,0
Germany,DEU,1598,0
Germany,DEU,1599,0
Germany,DEU,1600,0
Germany,DEU,1601,0
Germany,DEU,1602,0
Germany,DEU,1603,0
Germany,DEU,1604,0
Germany,DEU,1605,0
Germany,DEU,1606,0
Germany,DEU,1608,0
Germany,DEU,1609,0
Germany,DEU,1610,0
Germany,DEU,1611,0
Germany,DEU,1612,0
Germany,DEU,1613,0
Germany,DEU,1614,0
Germany,DEU,1615,0
Germany,DEU,1616,0
Germany,DEU,1618,0
Germany,DEU,1619,1
Germany,DEU,1620,0
Germany,DEU,1621,0
Germany,DEU,1622,0
Germany,DEU,1624,0
Germany,DEU,1625,0
Germany,DEU,1626,0
Germany,DEU,1627,0
Germany,DEU,1628,0
Germany,DEU,1629,1
Germany,DEU,1630,0
Germany,DEU,1631,0
Germany,DEU,1632,0
Germany,DEU,1633,0
Germany,DEU,1634,0
Germany,DEU,1636,0
Germany,DEU,1638,0
Germany,DEU,1639,0
Germany,DEU,1640,1
Germany,DEU,1641,0
Germany,DEU,1642,0
Germany,DEU,1643,0
Germany,DEU,1644,0
Germany,DEU,1645,0
Germany,DEU,1646,0
Germany,DEU,1647,0
Germany,DEU,1648,0
Germany,DEU,1649,0
Germany,DEU,1650,0
Germany,DEU,1651,0
Germany,DEU,1652,0
Germany,DEU,1653,0
Germany,DEU,1654,0
Germany,DEU,1655,0
Germany,DEU,1656,0
Germany,DEU,1657,0
Germany,DEU,1658,0
Germany,DEU,1659,0
Germany,DEU,1660,0
Germany,DEU,1661,0
Germany,DEU,1662,0
Germany,DEU,1663,0
Germany,DEU,1664,0
Germany,DEU,1665,0
Germany,DEU,1666,0
Germany,DEU,1667,0
Germany,DEU,1668,0
Germany,DEU,1669,0
Germany,DEU,1670,0
Germany,DEU,1671,0
Germany,DEU,1672,0
Germany,DEU,1673,0
Germany,DEU,1674,0
Germany,DEU,1675,0
Germany,DEU,1676,0
Germany,DEU,1677,0
Germany,DEU,1678,0
Germany,DEU,1679,0
Germany,DEU,1680,0
Germany,DEU,1681,0
Germany,DEU,1682,0
Germany,DEU,1683,0
Germany,DEU,1684,0
Germany,DEU,1687,0
Germany,DEU,1688,0
Germany,DEU,1689,0
Germany,DEU,1690,0
Germany,DEU,1691,0
Germany,DEU,1692,0
Germany,DEU,1693,0
Germany,DEU,1694,0
Germany,DEU,1695,0
Germany,DEU,1696,0
Germany,DEU,1697,0
Germany,DEU,1698,0
Germany,DEU,1699,0
Germany,DEU,1700,0
Germany,DEU,1701,0
Germany,DEU,1702,0
Germany,DEU,1703,0
Germany,DEU,1704,0
Germany,DEU,1705,0
Germany,DEU,1706,0
Germany,DEU,1707,0
Germany,DEU,1708,0
Germany,DEU,1709,0
Germany,DEU,1710,0
Germany,DEU,1711,0
Germany,DEU,1713,0
Germany,DEU,1714,0
Germany,DEU,1715,0
Germany,DEU,1716,0
Germany,DEU,1717,0
Germany,DEU,1718,0
Germany,DEU,1719,0
Germany,DEU,1720,0
Germany,DEU,1721,0
Germany,DEU,1722,0
Germany,DEU,1723,0
Germany,DEU,1725,0
Germany,DEU,1726,0
Germany,DEU,1727,0
Germany,DEU,1728,0
Germany,DEU,1729,0
Germany,DEU,1730,0
Germany,DEU,1731,0
Germany,DEU,1732,0
Germany,DEU,1733,0
Germany,DEU,1734,0
Germany,DEU,1735,0
Germany,DEU,1736,0
Germany,DEU,1737,0
Germany,DEU,1738,0
Germany,DEU,1739,0
Germany,DEU,1740,0
Germany,DEU,1741,0
Germany,DEU,1742,0
Germany,DEU,1743,0
Germany,DEU,1744,0
Germany,DEU,1746,0
Germany,DEU,1747,0
Germany,DEU,1748,0
Germany,DEU,1749,0
Germany,DEU,1750,0
Germany,DEU,1751,0
Germany,DEU,1752,0
Germany,DEU,1754,0
Germany,DEU,1755,0
Germany,DEU,1756,0
Germany,DEU,1757,0
Germany,DEU,1758,0
Germany,DEU,1759,0
Germany,DEU,1760,0
Germany,DEU,1761,0
Germany,DEU,1762,0
Germany,DEU,1763,0
Germany,DEU,1764,0
Germany,DEU,1765,0
Germany,DEU,1766,0
Germany,DEU,1767,0
Germany,DEU,1768,0
Germany,DEU,1769,0
Germany,DEU,1770,0
Germany,DEU,1771,0
Germany,DEU,1772,0
Germany,DEU,1773,0
Germany,DEU,1774,0
Germany,DEU,1775,0
Germany,DEU,1776,0
Germany,DEU,1777,0
Germany,DEU,1778,0
Germany,DEU,1779,0
Germany,DEU,1780,0
Germany,DEU,1781,0
Germany,DEU,1782,0
Germany,DEU,1783,0
Germany,DEU,1784,0
Germany,DEU,1785,0
Germany,DEU,1786,0
Germany,DEU,1787,0
Germany,DEU,1788,0
Germany,DEU,1789,0
Germany,DEU,1790,0
Germany,DEU,1791,0
Germany,DEU,1792,0
Germany,DEU,1793,0
Germany,DEU,1794,0
Germany,DEU,1795,0
Germany,DEU,1796,0
