T19,Consumer Price Index,,,,,
140,Central African Republic,2005,Consumer price index: General,80.9,Estimate.;Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
140,Central African Republic,2010,Consumer price index: General,100,Estimate.;Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
140,Central African Republic,2014,Consumer price index: General,136.3,Estimate.;Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
140,Central African Republic,2015,Consumer price index: General,186.9,Estimate.;Bangui,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
148,Chad,1995,Consumer price index: General,61.7,Estimate.;N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
148,Chad,2005,Consumer price index: General,85.6,Estimate.;N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
148,Chad,2010,Consumer price index: General,100,Estimate.;N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
148,Chad,2014,Consumer price index: General,111.8,Estimate.;N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
148,Chad,2015,Consumer price index: General,115.9,Estimate.;N'Djamena,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2010,Consumer price index: General,101.4,Index base: 2009=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2014,Consumer price index: General,104.4,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2015,Consumer price index: General,108.9,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2016,Consumer price index: General,113.1,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2017,Consumer price index: General,115.5,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2010,Consumer price index: Food,102.2,Index base: 2009=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2014,Consumer price index: Food,107,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2015,Consumer price index: Food,114.6,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2016,Consumer price index: Food,119,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
152,Chile,2017,Consumer price index: Food,121.4,Index base: 2013=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2010,Consumer price index: General,100,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2014,Consumer price index: General,113.2,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2015,Consumer price index: General,114.9,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2016,Consumer price index: General,102,"Break in the time series.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Index base: 2015=100.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2017,Consumer price index: General,103.6,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Index base: 2015=100.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2010,Consumer price index: Food,100,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2014,Consumer price index: Food,126.5,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2015,Consumer price index: Food,129.4,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2016,Consumer price index: Food,104.6,"Break in the time series.;For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Including tobacco.;Index base: 2015=100.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
156,China,2017,Consumer price index: Food,103,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.;Including tobacco.;Index base: 2015=100.","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",1995,Consumer price index: General,89.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2005,Consumer price index: General,89.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2014,Consumer price index: General,119.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2015,Consumer price index: General,123,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2016,Consumer price index: General,125.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2017,Consumer price index: General,127.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2010,Consumer price index: Food,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2014,Consumer price index: Food,123.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2015,Consumer price index: Food,127.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2016,Consumer price index: Food,132.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
344,"China, Hong Kong SAR",2017,Consumer price index: Food,135.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",1995,Consumer price index: General,77.8,Estimate.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2005,Consumer price index: General,79.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2014,Consumer price index: General,125.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2015,Consumer price index: General,131.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2016,Consumer price index: General,134.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2017,Consumer price index: General,136.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2014,Consumer price index: Food,132.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2015,Consumer price index: Food,139.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2016,Consumer price index: Food,143.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
446,"China, Macao SAR",2017,Consumer price index: Food,145.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,1995,Consumer price index: General,28.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2005,Consumer price index: General,79.7,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2014,Consumer price index: General,112,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2015,Consumer price index: General,117.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2016,Consumer price index: General,126.4,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2017,Consumer price index: General,132,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2014,Consumer price index: Food,113.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2015,Consumer price index: Food,122.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2016,Consumer price index: Food,136.5,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
170,Colombia,2017,Consumer price index: Food,140.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
174,Comoros,2005,Consumer price index: General,84.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
174,Comoros,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
174,Comoros,2010,Consumer price index: Food,100,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
178,Congo,1995,Consumer price index: General,55.5,Estimate.;Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
178,Congo,2005,Consumer price index: General,78.9,Estimate.;Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
178,Congo,2010,Consumer price index: General,100,Estimate.;Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
178,Congo,2014,Consumer price index: General,113.4,Estimate.;Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
178,Congo,2015,Consumer price index: General,118.5,Estimate.;Brazzaville,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2014,Consumer price index: General,109.5,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2015,Consumer price index: General,111.6,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2016,Consumer price index: General,111.3,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2017,Consumer price index: General,111.2,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2014,Consumer price index: Food,111.9,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2015,Consumer price index: Food,111.7,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2016,Consumer price index: Food,113.2,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
184,Cook Islands,2017,Consumer price index: Food,113.5,Calculated by the UN Statistics Division from national indices.;Rarotonga;Index base: 2006=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,1995,Consumer price index: General,20.6,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2005,Consumer price index: General,63.5,Break in the time series.;Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2014,Consumer price index: General,120.5,Break in the time series.;Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2015,Consumer price index: General,121.5,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2016,Consumer price index: General,121.5,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2017,Consumer price index: General,123.5,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2014,Consumer price index: Food,118.4,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2015,Consumer price index: Food,122.1,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2016,Consumer price index: Food,121.1,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
188,Costa Rica,2017,Consumer price index: Food,123.2,Calculated by the UN Statistics Division from national indices.;Central area.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,1995,Consumer price index: General,65.3,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2005,Consumer price index: General,88.1,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2010,Consumer price index: General,100,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2014,Consumer price index: General,109.5,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2015,Consumer price index: General,110.9,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2016,Consumer price index: General,111.7,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2017,Consumer price index: General,112.5,Estimate.;Abidjan,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2005,Consumer price index: Food,75.5,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;African population.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2010,Consumer price index: Food,100,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;African population.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2014,Consumer price index: Food,109.7,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;African population.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2015,Consumer price index: Food,111.9,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;African population.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2016,Consumer price index: Food,115.3,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;African population.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
384,Côte d’Ivoire,2017,Consumer price index: Food,115.7,Estimate.;Abidjan;Calculated by the UN Statistics Division from national indices.;African population.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,1995,Consumer price index: General,60.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2005,Consumer price index: General,85.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2014,Consumer price index: General,107.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2015,Consumer price index: General,107.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2016,Consumer price index: General,106.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2017,Consumer price index: General,107.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2010,Consumer price index: Food,116.6,Index base: 2005=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2014,Consumer price index: Food,108.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2015,Consumer price index: Food,109.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2016,Consumer price index: Food,108.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
191,Croatia,2017,Consumer price index: Food,112,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,1995,Consumer price index: General,66.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2005,Consumer price index: General,84.3,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2014,Consumer price index: General,108.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2015,Consumer price index: General,108.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2016,Consumer price index: General,108.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2017,Consumer price index: General,109.8,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.;Food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2014,Consumer price index: Food,120,Calculated by the UN Statistics Division from national indices.;Food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2015,Consumer price index: Food,124.8,Calculated by the UN Statistics Division from national indices.;Food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2016,Consumer price index: Food,126.8,Calculated by the UN Statistics Division from national indices.;Food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
531,Curaçao,2017,Consumer price index: Food,128.9,Calculated by the UN Statistics Division from national indices.;Food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2005,Consumer price index: General,88.6,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2010,Consumer price index: General,100,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2014,Consumer price index: General,103.9,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2015,Consumer price index: General,101.7,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2016,Consumer price index: General,100.3,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2017,Consumer price index: General,100.8,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2010,Consumer price index: Food,100,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2014,Consumer price index: Food,103.6,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2015,Consumer price index: Food,103.6,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2016,Consumer price index: Food,103.2,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
196,Cyprus,2017,Consumer price index: Food,102.8,Calculated by the UN Statistics Division from national indices.;Excluding northern Cyprus.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,1995,Consumer price index: General,56.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2005,Consumer price index: General,87,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
203,Czechia,2010,Consumer price index: General,100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed May 2018"
